iter	Passed	Remaining
384	559995	6712672
385	561854	6716053
386	563801	6720457
387	565725	6724552
388	567774	6730095
389	569495	6731732
390	571332	6734707
391	573410	6740502
392	575262	6743597
393	576847	6743550
394	578226	6741101
395	579773	6740596
396	581265	6739456
397	583463	6746475
398	585310	6749402
399	586778	6747951
400	588958	6754659
401	590814	6757624
402	592736	6761311
403	594522	6763431
404	596341	6765904
405	597944	6765905
406	599724	6767894
407	601755	6772703
408	603801	6777638
409	606094	6785305
410	607876	6787219
411	609765	6790296
412	611668	6793522
413	613423	6795078
414	615160	6796412
415	617119	6800179
416	618859	6801513
417	620644	6803333
418	622532	6806260
419	624696	6812171
420	626183	6810672
421	628077	6813599
422	629548	6811923
423	631595	6816462
424	633148	6815658
425	634997	6818026
426	636795	6819831
427	638254	6817986
428	639939	6818564
429	641514	6817957
430	643596	6822722
431	645464	6825185
432	647316	6827466
433	649071	6828711
434	650600	6827562
435	652534	6830663
436	654803	6837230
437	656507	6837869
438	658328	6839717
439	659760	6837513
440	661861	6842238
441	663703	6844254
442	665552	6846327
443	667431	6848687
444	669180	6849699
445	670711	6848478
446	672529	6850173
447	674426	6852650
448	676304	6854929
449	678442	6859803
450	680221	6861033
451	681911	6861353
452	683942	6865096
453	685718	6866251
454	687448	6866929
455	689217	6867996
456	691152	6870691
457	692935	6871866
458	694784	6873676
459	696652	6875655
460	698341	6875857
461	700162	6877354
462	702001	6879003
463	704067	6882867
464	705894	6884369
465	707708	6885732
466	709703	6888838
467	711518	6890177
468	713354	6891706
469	715014	6891518
470	716750	6892069
471	718486	6892602
472	720336	6894213
473	722482	6898642
474	724310	6900006
475	726120	6901194
476	727948	6902542
477	729790	6903998
478	731852	6907526
479	733633	6908378
480	735818	6913018
481	737593	6913790
482	739347	6914353
483	741198	6915807
484	742942	6916262
485	745052	6920092
486	747057	6922940
487	748580	6921297
488	750692	6925098
489	752735	6928234
490	754571	6929454
491	756409	6930680
492	758297	6932350
493	759823	6930694
494	761717	6932400
495	763548	6933511
496	765129	6932353
497	767245	6936019
498	768778	6934416
499	770597	6935379
500	772384	6936046
501	774200	6936959
502	776079	6938428
503	777622	6936889
504	779777	6940788
505	781898	6944372
506	783456	6942938
507	785439	6945263
508	787266	6946199
509	789067	6946890
510	790806	6947022
511	792626	6947868
512	794398	6948276
513	796451	6951128
514	798286	6952065
515	800081	6952646
516	802146	6955560
517	803934	6956053
518	805731	6956613
519	807170	6954082
520	809178	6956446
521	811151	6958500
522	812991	6959395
523	814926	6961088
524	817040	6964299
525	819298	6968711
526	821354	6971379
527	823314	6973226
528	825123	6973775
529	827456	6978739
530	829281	6979399
531	831410	6982600
532	833442	6984969
533	835170	6984780
534	836659	6982585
535	838766	6985544
536	840591	6986145
537	842803	6989942
538	844427	6988850
539	846185	6988868
540	848091	6990089
541	850165	6992688
542	852043	6993659
543	853811	6993720
544	855632	6994203
545	857367	6993983
546	859218	6994700
547	860747	6992786
548	862287	6990966
549	864407	6993842
550	866523	6996666
551	868400	6997545
552	870025	6996392
553	871875	6997036
554	873719	6997623
555	875493	6997652
556	877363	6998429
557	879258	6999401
558	881094	6999890
559	882876	6999945
560	884777	7000943
561	886241	6998472
562	888284	7000565
563	889715	6997832
564	891492	6997821
565	893223	6997441
566	895067	6997945
567	896958	6998799
568	898441	6996472
569	900318	6997213
570	902135	6997473
571	903944	6997664
572	905748	6997815
573	907550	6997943
574	909360	6998122
575	911261	6998997
576	913225	7000339
577	915074	7000797
578	917174	7003154
579	919201	7004952
580	920743	7003040
581	922476	7002580
582	923929	6999991
583	925674	6999619
584	927722	7001531
585	929589	7002061
586	931544	7003245
587	933533	7004678
588	935419	7005323
589	936923	7003109
590	938714	7003035
591	940522	7003083
592	942333	7003145
593	944218	7003745
594	946106	7004366
595	948124	7005937
596	949998	7006435
597	951835	7006653
598	953699	7007061
599	955692	7008410
600	957561	7008843
601	959591	7010437
602	961375	7010226
603	963253	7010702
604	965084	7010818
605	966904	7010853
606	968766	7011189
607	970589	7011232
608	972093	7008973
609	974027	7009802
610	975969	7010689
611	977548	7008955
612	979322	7008625
613	981033	7007835
614	982778	7007291
615	984186	7004339
616	986101	7004993
617	987671	7003197
618	989160	7000828
619	991252	7002719
620	992974	7001989
621	995007	7003445
622	997071	7005107
623	999032	7006035
624	1001013	7007092
625	1002898	7007471
626	1004678	7007113
627	1006548	7007375
628	1008157	7005812
629	1010053	7006241
630	1011812	7005719
631	1013665	7005837
632	1015727	7007399
633	1017599	7007634
634	1019342	7006978
635	1021594	7009807
636	1023747	7011945
637	1025192	7009230
638	1027029	7009196
639	1028824	7008865
640	1030710	7009154
641	1032475	7008614
642	1034244	7008095
643	1035963	7007230
644	1037727	7006673
645	1039624	7007005
646	1041107	7004546
647	1042679	7002685
648	1044684	7003734
649	1046170	7001296
650	1048201	7002499
651	1049682	7000033
652	1051669	7000927
653	1053373	6999937
654	1055188	6999687
655	1056888	6998661
656	1058677	6998227
657	1060419	6997477
658	1062184	6996876
659	1064046	6996910
660	1065952	6997230
661	1067739	6996759
662	1069268	6994594
663	1071120	6994546
664	1072941	6994284
665	1074834	6994491
666	1076663	6994279
667	1078176	6992007
668	1080493	6994941
669	1082303	6994586
670	1084244	6995072
671	1086405	6996969
672	1087864	6994335
673	1089923	6995560
674	1091709	6995030
675	1093604	6995189
676	1095662	6996378
677	1097714	6997525
678	1099563	6997369
679	1101391	6997072
680	1103180	6996530
681	1105325	6998234
682	1107248	6998523
683	1109047	6998023
684	1111161	6999508
685	1112904	6998645
686	1114899	6999362
687	1117051	7001056
688	1119044	7001740
689	1120857	7001299
690	1123149	7003835
691	1125193	7004817
692	1126879	7003561
693	1128628	7002700
694	1130437	7002208
695	1132240	7001670
696	1134018	7000978
697	1135917	7001029
698	1137792	7000921
699	1139238	6998180
700	1141088	6997914
701	1142946	6997699
702	1144757	6997190
703	1146930	6998879
704	1148361	6996046
705	1150103	6995105
706	1151830	6994071
707	1153893	6995069
708	1155622	6994040
709	1157040	6991130
710	1159044	6991761
711	1160970	6991911
712	1162780	6991362
713	1164579	6990739
714	1166450	6990543
715	1168597	6992001
716	1170586	6992501
717	1172548	6992831
718	1174723	6994427
719	1176519	6993754
720	1178251	6992700
721	1180128	6992505
722	1182456	6994971
723	1184244	6994238
724	1186037	6993528
725	1187956	6993563
726	1189814	6993228
727	1191763	6993422
728	1193540	6992607
729	1195321	6991810
730	1197192	6991538
731	1198945	6990575
732	1200780	6990084
733	1202817	6990762
734	1204856	6991444
735	1206708	6991040
736	1208574	6990711
737	1210674	6991725
738	1212353	6990307
739	1214103	6989297
740	1215987	6989057
741	1217890	6988918
742	1219851	6989108
743	1221608	6988128
744	1223413	6987413
745	1225408	6987787
746	1226899	6985278
747	1228744	6984786
748	1230463	6983577
749	1232216	6982560
750	1234027	6981865
751	1235810	6981013
752	1237638	6980413
753	1239391	6979386
754	1240847	6976683
755	1242317	6974069
756	1244386	6974808
757	1245926	6972585
758	1247806	6972261
759	1249650	6971731
760	1251342	6970355
761	1253483	6971473
762	1255455	6971644
763	1257035	6969635
764	1258876	6969071
765	1260380	6966648
766	1262393	6967028
767	1264245	6966518
768	1265978	6965348
769	1267874	6965075
770	1269938	6965718
771	1271867	6965618
772	1273717	6965076
773	1275819	6965909
774	1278002	6967173
775	1279740	6966012
776	1281617	6965599
777	1283498	6965204
778	1285302	6964394
779	1286870	6962298
780	1288987	6963172
781	1291038	6963681
782	1292572	6961402
783	1293989	6958493
784	1295775	6957572
785	1297669	6957226
786	1299657	6957379
787	1301148	6954868
788	1302660	6952475
789	1304712	6952959
790	1306493	6952001
791	1308522	6952351
792	1310552	6952703
793	1312001	6949971
794	1314054	6950437
795	1315576	6948096
796	1317635	6948582
797	1319658	6948877
798	1321615	6948818
799	1323567	6948728
800	1325297	6947469
801	1327027	6946212
802	1329226	6947399
803	1331393	6948415
804	1333484	6949028
805	1335173	6947540
806	1336988	6946705
807	1338468	6944131
808	1340431	6944063
809	1342229	6943139
810	1343780	6940931
811	1345637	6940306
812	1347690	6940687
813	1349886	6941797
814	1351755	6941223
815	1353562	6940325
816	1355327	6939209
817	1357453	6939937
818	1359473	6940120
819	1361500	6940332
820	1363133	6938531
821	1364912	6937472
822	1366614	6936025
823	1368370	6934848
824	1369924	6932645
825	1371703	6931584
826	1373523	6930728
827	1375232	6929313
828	1377076	6928572
829	1378565	6926044
830	1380538	6925948
831	1382002	6923299
832	1383717	6921909
833	1385586	6921288
834	1387076	6918769
835	1389074	6918787
836	1391022	6918551
837	1393286	6919880
838	1395093	6918931
839	1396656	6916775
840	1398932	6918145
841	1400546	6916236
842	1402040	6913741
843	1403776	6912433
844	1405631	6911716
845	1407558	6911344
846	1409802	6912526
847	1411233	6909717
848	1412774	6907454
849	1414507	6906122
850	1416472	6905929
851	1418295	6905036
852	1419844	6902809
853	1421701	6902079
854	1423677	6901922
855	1425610	6901553
856	1427292	6899966
857	1429115	6899064
858	1431176	6899305
859	1432891	6897871
860	1434883	6897771
861	1436356	6895178
862	1438322	6894949
863	1440424	6895366
864	1442262	6894515
865	1443973	6893057
866	1446178	6893950
867	1448085	6893418
868	1450168	6893723
869	1452009	6892870
870	1453552	6890607
871	1455652	6890977
872	1457637	6890799
873	1459901	6891935
874	1461714	6890938
875	1463469	6889667
876	1465393	6889185
877	1466959	6887025
878	1468794	6886124
879	1470841	6886213
880	1472868	6886204
881	1474360	6883692
882	1476095	6882315
883	1477920	6881360
884	1480022	6881684
885	1481479	6879014
886	1483336	6878198
887	1485101	6876956
888	1486949	6876093
889	1488705	6874807
890	1490702	6874630
891	1492598	6873984
892	1494804	6874760
893	1496703	6874122
894	1498304	6872112
895	1500141	6871183
896	1501996	6870335
897	1503767	6869100
898	1505901	6869523
899	1507713	6868471
900	1509878	6869024
901	1511607	6867590
902	1513430	6866582
903	1515184	6865260
904	1517035	6864377
905	1518957	6863809
906	1521059	6864055
907	1522881	6863028
908	1524883	6862813
909	1526706	6861791
910	1528468	6860491
911	1530366	6859801
912	1532378	6859616
913	1534181	6858494
914	1535631	6855795
915	1537190	6853587
916	1538927	6852173
917	1540671	6850784
918	1542107	6848032
919	1544311	6848687
920	1545781	6846085
921	1547615	6845095
922	1549835	6845808
923	1551223	6842840
924	1553143	6842227
925	1555293	6842617
926	1557084	6841430
927	1559249	6841879
928	1560683	6839119
929	1562211	6836776
930	1564153	6836239
931	1565939	6835022
932	1567855	6834369
933	1569416	6832170
934	1571115	6830572
935	1572578	6827948
936	1574360	6826708
937	1576235	6825873
938	1577835	6823842
939	1579950	6824040
940	1581731	6822791
941	1583541	6821666
942	1584984	6818964
943	1586773	6817745
944	1588461	6816096
945	1590270	6814965
946	1592285	6814714
947	1594161	6813864
948	1595655	6811381
949	1597738	6811411
950	1599438	6809805
951	1601164	6808312
952	1603337	6808714
953	1605100	6807375
954	1606822	6805862
955	1608337	6803469
956	1610792	6805050
957	1612744	6804502
958	1614838	6804547
959	1616347	6802129
960	1617839	6799637
961	1619565	6798132
962	1621403	6797100
963	1623476	6797046
964	1624970	6794564
965	1626393	6791793
966	1627861	6789208
967	1629647	6787952
968	1631212	6785777
969	1633110	6784984
970	1635088	6784523
971	1637025	6783886
972	1638836	6782729
973	1640311	6780177
974	1641837	6777842
975	1643626	6776589
976	1645656	6776331
977	1647417	6774963
978	1648949	6772651
979	1650513	6770472
980	1652404	6769637
981	1653818	6766846
982	1655273	6764224
983	1656981	6762638
984	1658901	6761916
985	1660436	6759625
986	1662549	6759687
987	1664578	6759402
988	1666671	6759372
989	1668552	6758480
990	1670345	6757231
991	1672101	6755827
992	1673856	6754422
993	1675782	6753708
994	1677722	6753041
995	1679912	6753383
996	1682040	6753468
997	1683785	6752011
998	1685583	6750770
999	1687221	6748884
1000	1689310	6748804
1001	1690926	6746831
1002	1692466	6744555
1003	1694397	6743836
1004	1695814	6741071
1005	1697332	6738714
1006	1698786	6736103
1007	1700606	6734940
1008	1702042	6732262
1009	1703813	6730906
1010	1705638	6729764
1011	1707098	6727182
1012	1708976	6726247
1013	1710781	6725024
1014	1712526	6723563
1015	1714312	6722264
1016	1715758	6719633
1017	1717492	6718127
1018	1719469	6717574
1019	1720904	6714902
1020	1722760	6713873
1021	1724590	6712739
1022	1726393	6711502
1023	1728121	6709969
1024	1730245	6709975
1025	1731711	6707427
1026	1733493	6706106
1027	1735280	6704799
1028	1737069	6703503
1029	1739171	6703409
1030	1740593	6700694
1031	1742415	6699518
1032	1744227	6698305
1033	1746001	6696947
1034	1747739	6695445
1035	1749334	6693397
1036	1751338	6692918
1037	1753367	6692527
1038	1755425	6692243
1039	1757435	6691775
1040	1759299	6690746
1041	1761045	6689267
1042	1762720	6687520
1043	1764859	6687531
1044	1766652	6686231
1045	1768672	6685785
1046	1770452	6684430
1047	1772583	6684397
1048	1774687	6684262
1049	1776499	6683020
1050	1777970	6680498
1051	1779956	6679912
1052	1781857	6679004
1053	1783805	6678268
1054	1785558	6676803
1055	1787465	6675913
1056	1789587	6675820
1057	1791405	6674595
1058	1792886	6672109
1059	1794494	6670100
1060	1796508	6669601
1061	1798367	6668522
1062	1800277	6667632
1063	1802349	6667336
1064	1804080	6665782
1065	1806030	6665030
1066	1807851	6663804
1067	1809879	6663338
1068	1811639	6661886
1069	1813469	6660688
1070	1815035	6658521
1071	1816895	6657431
1072	1819042	6657391
1073	1821175	6657293
1074	1822746	6655142
1075	1824177	6652484
1076	1825709	6650195
1077	1827486	6648794
1078	1829338	6647670
1079	1831627	6648128
1080	1833109	6645657
1081	1834732	6643700
1082	1836479	6642187
1083	1838258	6640793
1084	1840086	6639575
1085	1841826	6638039
1086	1843568	6636507
1087	1845359	6635151
1088	1847160	6633835
1089	1848910	6632329
1090	1850873	6631591
1091	1852437	6629419
1092	1854197	6627948
1093	1856111	6627030
1094	1857933	6625780
1095	1860041	6625548
1096	1861985	6624732
1097	1863830	6623558
1098	1866004	6623551
1099	1867883	6622495
1100	1869831	6621681
1101	1872078	6621927
1102	1873911	6620702
1103	1875382	6618198
1104	1876970	6616109
1105	1879074	6615836
1106	1880944	6614739
1107	1882970	6614187
1108	1885044	6613804
1109	1886867	6612536
1110	1888634	6611072
1111	1890371	6609500
1112	1892399	6608946
1113	1893881	6606485
1114	1895435	6604276
1115	1897500	6603846
1116	1899638	6603668
1117	1901212	6601527
1118	1902686	6599039
1119	1904381	6597321
1120	1906414	6596771
1121	1908517	6596464
1122	1910827	6596864
1123	1912666	6595637
1124	1914609	6594765
1125	1916293	6593001
1126	1918026	6591406
1127	1920209	6591355
1128	1921919	6589681
1129	1923418	6587281
1130	1925192	6585825
1131	1927357	6585706
1132	1928854	6583300
1133	1930839	6582563
1134	1932897	6582068
1135	1934657	6580560
1136	1936379	6578922
1137	1938084	6577224
1138	1939889	6575867
1139	1941401	6573516
1140	1943246	6572294
1141	1945172	6571345
1142	1947236	6570857
1143	1948756	6568535
1144	1950453	6566809
1145	1952242	6565394
1146	1953959	6563737
1147	1955748	6562318
1148	1957759	6561647
1149	1959829	6561167
1150	1961976	6560945
1151	1963782	6559577
1152	1965504	6557932
1153	1967404	6556879
1154	1969582	6556747
1155	1971604	6556095
1156	1973570	6555256
1157	1975118	6553027
1158	1977066	6552125
1159	1978720	6550247
1160	1980631	6549220
1161	1982438	6547847
1162	1984400	6546985
1163	1985845	6544417
1164	1988031	6544293
1165	1990043	6543590
1166	1992276	6543613
1167	1994030	6542059
1168	1995919	6540947
1169	1997842	6539946
1170	1999307	6537445
1171	2000733	6534820
1172	2002470	6533209
1173	2004347	6532056
1174	2006103	6530505
1175	2008015	6529463
1176	2009467	6526929
1177	2011483	6526222
1178	2013102	6524226
1179	2014942	6522948
1180	2016924	6522129
1181	2018386	6519628
1182	2019877	6517222
1183	2022104	6517186
1184	2023612	6514835
1185	2025718	6514409
1186	2027613	6513304
1187	2029361	6511722
1188	2031316	6510804
1189	2033498	6510614
1190	2034971	6508149
1191	2036469	6505768
1192	2038310	6504481
1193	2040050	6502875
1194	2042082	6502196
1195	2043801	6500519
1196	2045826	6499814
1197	2047952	6499427
1198	2049677	6497767
1199	2051711	6497085
1200	2053714	6496305
1201	2055834	6495889
1202	2057574	6494272
1203	2059642	6493690
1204	2061289	6491779
1205	2063184	6490647
1206	2065127	6489667
1207	2066588	6487172
1208	2068443	6485912
1209	2069976	6483646
1210	2071665	6481866
1211	2073587	6480814
1212	2075406	6479444
1213	2076867	6476951
1214	2079027	6476640
1215	2080838	6475241
1216	2082544	6473512
1217	2084582	6472818
1218	2086369	6471339
1219	2088243	6470130
1220	2090068	6468771
1221	2091780	6467059
1222	2093680	6465927
1223	2095428	6464328
1224	2096858	6461748
1225	2098421	6459579
1226	2100523	6459065
1227	2102633	6458577
1228	2104374	6456953
1229	2105852	6454524
1230	2107758	6453404
1231	2109567	6451988
1232	2111641	6451382
1233	2113415	6449855
1234	2115298	6448664
1235	2117132	6447318
1236	2118859	6445648
1237	2120904	6444946
1238	2122687	6443444
1239	2124410	6441761
1240	2126752	6441951
1241	2128283	6439686
1242	2130222	6438652
1243	2132106	6437452
1244	2133650	6435226
1245	2135328	6433406
1246	2136797	6430954
1247	2138757	6429981
1248	2140506	6428375
1249	2142338	6427014
1250	2144205	6425760
1251	2145861	6423873
1252	2147687	6422493
1253	2149609	6421401
1254	2151393	6419895
1255	2152973	6417780
1256	2154691	6416079
1257	2156959	6416011
1258	2158462	6413669
1259	2160332	6412415
1260	2162259	6411332
1261	2163982	6409639
1262	2165768	6408138
1263	2167529	6406557
1264	2169636	6406001
1265	2171396	6404419
1266	2173529	6403935
1267	2175264	6402277
1268	2176858	6400204
1269	2178899	6399445
1270	2180699	6397977
1271	2182199	6395629
1272	2184465	6395525
1273	2186534	6394842
1274	2188414	6393603
1275	2190477	6392899
1276	2192558	6392244
1277	2194318	6390651
1278	2195784	6388203
1279	2197581	6386720
1280	2199044	6384267
1281	2200765	6382562
1282	2202678	6381415
1283	2204726	6380656
1284	2206222	6378300
1285	2208306	6377644
1286	2210008	6375882
1287	2212126	6375322
1288	2213823	6373545
1289	2215614	6372038
1290	2217582	6371039
1291	2219363	6369505
1292	2221080	6367783
1293	2222564	6365396
1294	2224464	6364200
1295	2225975	6361891
1296	2227656	6360069
1297	2229200	6357859
1298	2231182	6356895
1299	2232932	6355269
1300	2234802	6353985
1301	2236794	6353045
1302	2238946	6352560
1303	2240964	6351691
1304	2242576	6349671
1305	2244079	6347341
1306	2245797	6345625
1307	2247560	6344031
1308	2249282	6342323
1309	2251084	6340839
1310	2252814	6339155
1311	2254782	6338137
1312	2256555	6336572
1313	2258606	6335786
1314	2260460	6334445
1315	2262067	6332413
1316	2264029	6331373
1317	2265941	6330194
1318	2267526	6328100
1319	2269303	6326544
1320	2271082	6324989
1321	2272541	6322546
1322	2274352	6321084
1323	2276111	6319474
1324	2277976	6318161
1325	2279980	6317230
1326	2281586	6315197
1327	2283438	6313845
1328	2285736	6313723
1329	2287777	6312890
1330	2289632	6311540
1331	2291337	6309779
1332	2293043	6308020
1333	2295066	6307132
1334	2297189	6306515
1335	2298912	6304802
1336	2300713	6303301
1337	2302764	6302483
1338	2304459	6300692
1339	2306413	6299608
1340	2308288	6298305
1341	2309795	6295999
1342	2311461	6294129
1343	2313196	6292444
1344	2315033	6291039
1345	2316928	6289789
1346	2319113	6289324
1347	2320573	6286896
1348	2322115	6284689
1349	2323768	6282781
1350	2325580	6281304
1351	2327465	6280024
1352	2329648	6279548
1353	2331836	6279080
1354	2333650	6277604
1355	2335744	6276883
1356	2337486	6275211
1357	2339609	6274563
1358	2341298	6272750
1359	2343066	6271148
1360	2344862	6269622
1361	2346306	6267154
1362	2347830	6264899
1363	2349533	6263127
1364	2351602	6262326
1365	2353379	6260748
1366	2354800	6258223
1367	2356419	6256223
1368	2358535	6255546
1369	2360527	6254535
1370	2362609	6253764
1371	2364391	6252196
1372	2366129	6250510
1373	2367566	6248032
1374	2369394	6246586
1375	2371522	6245928
1376	2373249	6244213
1377	2375047	6242685
1378	2377026	6241632
1379	2378613	6239550
1380	2380694	6238765
1381	2382123	6236267
1382	2383956	6234831
1383	2386042	6234052
1384	2387966	6232851
1385	2389821	6231469
1386	2391670	6230069
1387	2393684	6229099
1388	2395574	6227803
1389	2397310	6226108
1390	2399404	6225340
1391	2401461	6224477
1392	2403194	6222771
1393	2405148	6221638
1394	2407070	6220421
1395	2408895	6218953
1396	2410575	6217110
1397	2412052	6214745
1398	2413520	6212356
1399	2414934	6209831
1400	2416613	6207988
1401	2418390	6206397
1402	2420134	6204720
1403	2421994	6203342
1404	2424059	6202486
1405	2425940	6201159
1406	2427912	6200064
1407	2429845	6198866
1408	2431672	6197400
1409	2433760	6196597
1410	2435489	6194876
1411	2437063	6192764
1412	2438792	6191045
1413	2440861	6190190
1414	2442748	6188872
1415	2444665	6187629
1416	2446432	6186004
1417	2448189	6184355
