iter	Passed	Remaining
1418	2449623	6181890
1419	2451321	6180093
1420	2453071	6178426
1421	2455134	6177546
1422	2456925	6175983
1423	2458752	6174508
1424	2460532	6172914
1425	2462366	6171457
1426	2464244	6170109
1427	2465914	6168240
1428	2468059	6167557
1429	2470095	6166603
1430	2471904	6165077
1431	2473761	6163674
1432	2475586	6162190
1433	2477488	6160896
1434	2479008	6158651
1435	2480904	6157341
1436	2482814	6156066
1437	2484911	6155254
1438	2486664	6153587
1439	2488801	6152870
1440	2490549	6151189
1441	2492289	6149490
1442	2494144	6148075
1443	2495851	6146294
1444	2497865	6145268
1445	2499631	6143631
1446	2501363	6141910
1447	2503228	6140515
1448	2505035	6138978
1449	2507348	6138679
1450	2508795	6136260
1451	2510596	6134707
1452	2512305	6132931
1453	2514348	6131967
1454	2515899	6129803
1455	2518059	6129122
1456	2520158	6128291
1457	2521793	6126332
1458	2523784	6125237
1459	2525547	6123587
1460	2527457	6122294
1461	2529339	6120932
1462	2531532	6120320
1463	2533303	6118690
1464	2535003	6116885
1465	2536671	6115003
1466	2538186	6112755
1467	2540289	6111923
1468	2542049	6110264
1469	2543480	6107814
1470	2545229	6106128
1471	2547076	6104678
1472	2548644	6102557
1473	2550111	6100198
1474	2552016	6098888
1475	2553507	6096584
1476	2555307	6095022
1477	2556861	6092872
1478	2558544	6091032
1479	2560603	6090083
1480	2562321	6088325
1481	2564131	6086784
1482	2566314	6086128
1483	2567744	6083686
1484	2569741	6082587
1485	2571579	6081111
1486	2573475	6079770
1487	2575685	6079172
1488	2577417	6077444
1489	2579111	6075624
1490	2580911	6074056
1491	2582738	6072551
1492	2584495	6070882
1493	2586429	6069625
1494	2588252	6068110
1495	2590080	6066605
1496	2591901	6065085
1497	2593769	6063672
1498	2595362	6061616
1499	2596914	6059467
1500	2598806	6058111
1501	2600831	6057063
1502	2602425	6055010
1503	2604215	6053415
1504	2606119	6052084
1505	2607581	6049726
1506	2609730	6048963
1507	2611167	6046550
1508	2612935	6044901
1509	2614507	6042802
1510	2616257	6041113
1511	2618309	6040122
1512	2619762	6037747
1513	2621181	6035296
1514	2623344	6034558
1515	2625365	6033490
1516	2627525	6032742
1517	2629421	6031387
1518	2631007	6029320
1519	2632982	6028144
1520	2635178	6027472
1521	2637299	6026628
1522	2639057	6024952
1523	2641048	6023808
1524	2642900	6022347
1525	2644325	6019913
1526	2646028	6018112
1527	2647762	6016380
1528	2649271	6014141
1529	2650987	6012369
1530	2653294	6011939
1531	2655064	6010289
1532	2656542	6007979
1533	2658288	6006275
1534	2659807	6004059
1535	2661574	6002406
1536	2663406	6000896
1537	2665379	5999703
1538	2666953	5997613
1539	2668465	5995383
1540	2670230	5993723
1541	2671757	5991527
1542	2673471	5989755
1543	2675076	5987735
1544	2676509	5985333
1545	2678479	5984131
1546	2680529	5983109
1547	2682403	5981690
1548	2684720	5981259
1549	2686146	5978841
1550	2688196	5977813
1551	2690388	5977099
1552	2692398	5975980
1553	2694241	5974489
1554	2696088	5973007
1555	2697915	5971479
1556	2699905	5970310
1557	2701777	5968882
1558	2703661	5967479
1559	2705758	5966543
1560	2707528	5964889
1561	2709013	5962605
1562	2710732	5960837
1563	2712752	5959730
1564	2714213	5957395
1565	2716248	5956321
1566	2718126	5954900
1567	2719582	5952554
1568	2721604	5951451
1569	2723045	5949074
1570	2724613	5946975
1571	2726726	5946067
1572	2728521	5944464
1573	2730383	5943008
1574	2732138	5941316
1575	2734438	5940809
1576	2736333	5939422
1577	2738151	5937868
1578	2739913	5936189
1579	2741786	5934753
1580	2743231	5932390
1581	2745081	5930902
1582	2746853	5929247
1583	2748564	5927459
1584	2750484	5926122
1585	2752449	5924882
1586	2754218	5923218
1587	2756027	5921640
1588	2758144	5920724
1589	2759848	5918920
1590	2761978	5918028
1591	2763891	5916671
1592	2765788	5915280
1593	2767945	5914442
1594	2769892	5913156
1595	2771865	5911924
1596	2773721	5910441
1597	2775182	5908117
1598	2777252	5907088
1599	2778998	5905371
1600	2780714	5903590
1601	2782507	5901973
1602	2784073	5899873
1603	2786198	5898959
1604	2787962	5897279
1605	2790179	5896555
1606	2791746	5894459
1607	2793785	5893358
1608	2795631	5891850
1609	2797478	5890342
1610	2799365	5888920
1611	2801316	5887630
1612	2803125	5886042
1613	2804975	5884540
1614	2806460	5882272
1615	2808259	5880662
1616	2810170	5879287
1617	2812217	5878195
1618	2813950	5876447
1619	2815805	5874952
1620	2817494	5873112
1621	2819274	5871461
1622	2821020	5869738
1623	2823149	5868813
1624	2825006	5867321
1625	2827094	5866307
1626	2829182	5865294
1627	2830649	5862991
1628	2832185	5860832
1629	2834356	5859989
1630	2836040	5858136
1631	2837952	5856754
1632	2839728	5855092
1633	2841619	5853666
1634	2843312	5851831
1635	2845009	5850008
1636	2846681	5848131
1637	2848600	5846760
1638	2850671	5845702
1639	2852716	5844589
1640	2854608	5843163
1641	2856790	5842328
1642	2858890	5841324
1643	2860647	5839619
1644	2862530	5838169
1645	2864409	5836712
1646	2866204	5835084
1647	2868358	5834185
1648	2869861	5831962
1649	2871549	5830116
1650	2873232	5828259
1651	2875001	5826576
1652	2876780	5824915
1653	2878886	5823914
1654	2880657	5822236
1655	2882433	5820567
1656	2884190	5818858
1657	2886257	5817776
1658	2888307	5816656
1659	2890079	5814978
1660	2891791	5813180
1661	2893477	5811327
1662	2895488	5810128
1663	2897659	5809249
1664	2899156	5807019
1665	2900702	5804886
1666	2902438	5803135
1667	2904200	5801437
1668	2905785	5799382
1669	2907575	5797741
1670	2909956	5797273
1671	2911424	5794988
1672	2913003	5792924
1673	2914905	5791502
1674	2916945	5790353
1675	2919031	5789296
1676	2921230	5788461
1677	2922748	5786276
1678	2924450	5784455
1679	2926503	5783327
1680	2928803	5782688
1681	2930641	5781135
1682	2932335	5779296
1683	2934428	5778245
1684	2936347	5776849
1685	2938068	5775065
1686	2939788	5773276
1687	2941546	5771564
1688	2943409	5770058
1689	2945398	5768798
1690	2947189	5767150
1691	2949351	5766225
1692	2951015	5764328
1693	2952720	5762511
1694	2954544	5760926
1695	2956203	5759018
1696	2958242	5757852
1697	2960029	5756193
1698	2961763	5754433
1699	2963736	5753135
1700	2965473	5751380
1701	2966968	5749156
1702	2968520	5747042
1703	2970509	5745773
1704	2971909	5743367
1705	2973909	5742121
1706	2975443	5739974
1707	2977209	5738275
1708	2979033	5736687
1709	2980469	5734353
1710	2982387	5732946
1711	2984001	5730955
1712	2985437	5728624
1713	2987656	5727794
1714	2989256	5725777
1715	2990983	5724003
1716	2992448	5721729
1717	2994203	5720008
1718	2996098	5718556
1719	2998302	5717693
1720	3000171	5716190
1721	3001627	5713900
1722	3003401	5712214
1723	3005165	5710512
1724	3006676	5708327
1725	3008522	5706780
1726	3010663	5705790
1727	3012212	5703680
1728	3014265	5702522
1729	3016058	5700872
1730	3017897	5699310
1731	3019330	5696980
1732	3021051	5695195
1733	3023200	5694216
1734	3024953	5692492
1735	3026627	5690617
1736	3028356	5688846
1737	3030192	5687277
1738	3032004	5685662
1739	3033790	5683997
1740	3035248	5681719
1741	3036965	5679928
1742	3039337	5679358
1743	3040815	5677119
1744	3042954	5676112
1745	3044709	5674389
1746	3046556	5672838
1747	3048720	5671876
1748	3050208	5669656
1749	3051739	5667516
1750	3054014	5666757
1751	3056068	5665589
1752	3057777	5663778
1753	3059934	5662798
1754	3062083	5661800
1755	3063862	5660120
1756	3065403	5657998
1757	3067185	5656321
1758	3069315	5655288
1759	3071401	5654170
1760	3073367	5652831
1761	3075166	5651186
1762	3076763	5649168
1763	3078682	5647741
1764	3080535	5646194
1765	3082235	5644366
1766	3084053	5642753
1767	3085574	5640597
1768	3087608	5639379
1769	3089700	5638267
1770	3091579	5636764
1771	3093371	5635103
1772	3095123	5633368
1773	3096864	5631614
1774	3098573	5629802
1775	3100072	5627608
1776	3101631	5625525
1777	3103709	5624382
1778	3105753	5623176
1779	3107551	5621526
1780	3109317	5619815
1781	3111303	5618503
1782	3113116	5616879
1783	3114546	5614563
1784	3116231	5612708
1785	3118067	5611125
1786	3119737	5609242
1787	3121454	5607445
1788	3122899	5605159
1789	3124985	5604023
1790	3126816	5602431
1791	3128930	5601344
1792	3130734	5599701
1793	3132482	5597959
1794	3134360	5596448
1795	3136103	5594697
1796	3138095	5593388
1797	3140084	5592074
1798	3142411	5591361
1799	3144413	5590069
1800	3146219	5588427
1801	3147651	5586120
1802	3149390	5584361
1803	3150824	5582060
1804	3152553	5580281
1805	3154398	5578709
1806	3156330	5577289
1807	3157772	5575004
1808	3159464	5573161
1809	3161513	5571948
1810	3163277	5570232
1811	3165331	5569027
1812	3166913	5566990
1813	3168705	5565323
1814	3170395	5563476
1815	3172552	5562449
1816	3174599	5561227
1817	3176388	5559554
1818	3178074	5557699
1819	3179803	5555920
1820	3181940	5554854
1821	3184079	5553790
1822	3185805	5552005
1823	3187845	5550766
1824	3189779	5549341
1825	3191913	5548265
1826	3193679	5546548
1827	3195179	5544370
1828	3197126	5542967
1829	3199281	5541925
1830	3200760	5539710
1831	3202511	5537967
1832	3204269	5536237
1833	3206040	5534527
1834	3207939	5533040
1835	3209584	5531113
1836	3211471	5529605
1837	3212945	5527384
1838	3214697	5525643
1839	3216436	5523880
1840	3218422	5522541
1841	3220315	5521040
1842	3222104	5519362
1843	3223946	5517774
1844	3225680	5516001
1845	3227408	5514217
1846	3229242	5512616
1847	3231256	5511319
1848	3233053	5509655
1849	3234576	5507521
1850	3236218	5505593
1851	3238198	5504238
1852	3239758	5502170
1853	3241763	5500856
1854	3243880	5499732
1855	3245563	5497872
1856	3247440	5496341
1857	3249336	5494841
1858	3251153	5493207
1859	3252863	5491393
1860	3254602	5489627
1861	3256834	5488693
1862	3258654	5487063
1863	3260432	5485363
1864	3262258	5483743
1865	3264059	5482080
1866	3265521	5479849
1867	3267722	5478858
1868	3270070	5478111
1869	3271815	5476355
1870	3273547	5474575
1871	3275346	5472908
1872	3277240	5471398
1873	3278982	5469637
1874	3280788	5467981
1875	3282630	5466385
1876	3284423	5464706
1877	3286135	5462894
1878	3288016	5461362
1879	3289881	5459803
1880	3292068	5458778
1881	3293784	5456971
1882	3295808	5455674
1883	3297679	5454123
1884	3299485	5452465
1885	3301358	5450917
1886	3303371	5449599
1887	3304900	5447484
1888	3306673	5445770
1889	3308666	5444418
1890	3310131	5442199
1891	3311630	5440036
1892	3313403	5438323
1893	3315542	5437209
1894	3317029	5435027
1895	3318836	5433369
1896	3320969	5432244
1897	3323080	5431083
1898	3324934	5429500
1899	3326660	5427709
1900	3328264	5425718
1901	3330047	5424019
1902	3331916	5422461
1903	3333846	5421002
1904	3335600	5419256
1905	3337328	5417467
1906	3339086	5415728
1907	3340874	5414036
1908	3342387	5411900
1909	3344355	5410501
1910	3346093	5408730
1911	3347611	5406602
1912	3349110	5404444
1913	3351179	5403207
1914	3352771	5401201
1915	3354356	5399183
1916	3356721	5398420
1917	3358594	5396866
1918	3360149	5394800
1919	3361908	5393062
1920	3364027	5391900
1921	3366152	5390748
1922	3368126	5389352
1923	3370038	5387857
1924	3371591	5385789
1925	3373294	5383959
1926	3375158	5382387
1927	3376584	5380118
1928	3378593	5378777
1929	3380346	5377027
1930	3382207	5375450
1931	3384019	5373794
1932	3385743	5371999
1933	3387817	5370759
1934	3389878	5369497
1935	3391739	5367917
1936	3393502	5366184
1937	3395284	5364478
1938	3397054	5362756
1939	3398839	5361056
1940	3400687	5359455
1941	3402473	5357756
1942	3404237	5356023
1943	3406332	5354811
1944	3408414	5353576
1945	3410192	5351864
1946	3411854	5349969
1947	3413602	5348210
1948	3415278	5346339
1949	3416732	5344119
1950	3418831	5342909
1951	3420594	5341173
1952	3422313	5339369
1953	3424011	5337532
1954	3426096	5336299
1955	3427610	5334174
1956	3429420	5332512
1957	3431554	5331353
1958	3433250	5329511
1959	3435339	5328281
1960	3436787	5326057
1961	3438582	5324370
1962	3440663	5323124
1963	3442320	5321224
1964	3444129	5319559
1965	3446230	5318343
1966	3447668	5316105
1967	3449838	5314994
1968	3451644	5313323
1969	3453493	5311718
1970	3455483	5310329
1971	3457494	5308972
1972	3459278	5307266
1973	3461096	5305611
1974	3462894	5303927
1975	3464907	5302570
1976	3466686	5300855
1977	3468701	5299502
1978	3470793	5298265
1979	3472954	5297133
1980	3474399	5294908
1981	3476505	5293690
1982	3478280	5291967
1983	3479763	5289802
1984	3481663	5288269
1985	3483440	5286551
1986	3485456	5285193
1987	3487332	5283624
1988	3489400	5282345
1989	3491109	5280522
1990	3492606	5278378
1991	3494663	5277082
1992	3496461	5275393
1993	3498153	5273545
1994	3500066	5272029
1995	3501545	5269860
1996	3503003	5267660
1997	3504797	5265967
1998	3506610	5264300
1999	3508762	5263144
2000	3510830	5261859
2001	3512895	5260569
2002	3514976	5259303
2003	3517239	5258308
2004	3519040	5256621
2005	3520559	5254514
2006	3522312	5252755
2007	3524140	5251109
2008	3525910	5249376
2009	3527630	5247569
2010	3529730	5246326
2011	3531544	5244659
2012	3533035	5242512
2013	3535019	5241095
2014	3536782	5239352
2015	3538512	5237560
2016	3539969	5235363
2017	3541600	5233425
2018	3543610	5232047
2019	3545386	5230322
2020	3547186	5228634
2021	3548936	5226871
2022	3550616	5225005
2023	3552173	5222958
2024	3553607	5220732
2025	3555704	5219479
2026	3557454	5217717
2027	3559221	5215980
2028	3560936	5214165
2029	3562758	5212508
2030	3564694	5211018
2031	3566936	5209973
2032	3568927	5208563
2033	3570832	5207025
2034	3572423	5205029
2035	3574653	5203964
2036	3576515	5202363
2037	3578543	5201004
2038	3580326	5199286
2039	3581743	5197039
2040	3583767	5195672
2041	3585345	5193658
2042	3587493	5192470
2043	3589513	5191096
2044	3591272	5189345
2045	3593260	5187923
2046	3595193	5186422
2047	3597227	5185066
2048	3599397	5183904
2049	3601534	5182695
2050	3602991	5180508
2051	3604854	5178904
2052	3606534	5177036
2053	3608275	5175258
2054	3610513	5174191
2055	3612667	5173003
2056	3614483	5171329
2057	3616418	5169826
2058	3618550	5168604
2059	3620342	5166896
2060	3622234	5165330
2061	3624133	5163775
2062	3626276	5162565
2063	3627684	5160310
2064	3629782	5159036
2065	3631496	5157217
2066	3633498	5155805
2067	3635235	5154019
2068	3636677	5151813
2069	3638215	5149744
2070	3640158	5148248
2071	3642173	5146855
2072	3643884	5145031
2073	3645634	5143263
2074	3647625	5141833
2075	3649932	5140849
2076	3651803	5139249
2077	3653583	5137521
2078	3655299	5135704
2079	3657013	5133884
2080	3659023	5132479
2081	3661050	5131097
2082	3663234	5129935
2083	3665441	5128803
2084	3666973	5126727
2085	3668757	5125004
2086	3670212	5122821
2087	3672190	5121368
2088	3674069	5119777
2089	3675524	5117596
2090	3676982	5115419
2091	3679035	5114070
2092	3680766	5112273
2093	3682486	5110461
2094	3684886	5109591
2095	3687001	5108326
2096	3689069	5106995
2097	3690953	5105408
2098	3692385	5103197
2099	3694115	5101398
2100	3695824	5099569
2101	3697588	5097816
2102	3699638	5096459
2103	3701351	5094636
2104	3702878	5092556
2105	3705068	5091389
2106	3706815	5089613
2107	3708576	5087856
2108	3710641	5086517
2109	3712857	5085383
2110	3714612	5083617
2111	3716730	5082347
2112	3718543	5080660
2113	3720264	5078847
2114	3722173	5077291
2115	3724234	5075941
2116	3726365	5074687
2117	3728237	5073078
2118	3730350	5071797
2119	3732202	5070161
2120	3733925	5068350
2121	3735967	5066971
2122	3738108	5065727
2123	3739883	5063985
2124	3741676	5062268
2125	3743369	5060415
2126	3745484	5059134
2127	3747059	5057121
2128	3748975	5055569
2129	3751091	5054287
2130	3752940	5052645
2131	3754801	5051018
2132	3756765	5049529
2133	3758501	5047734
2134	3760252	5045959
2135	3762609	5044996
2136	3764431	5043315
2137	3766508	5041977
2138	3768443	5040447
2139	3770493	5039070
2140	3772560	5037716
2141	3774342	5035980
2142	3776091	5034201
2143	3778220	5032928
2144	3780298	5031586
2145	3782118	5029900
2146	3783927	5028199
2147	3785969	5026808
2148	3787524	5024771
2149	3788966	5022583
2150	3790770	5020876
2151	3792564	5019155
2152	3794422	5017520
2153	3796423	5016072
2154	3798241	5014383
2155	3799942	5012539
2156	3801412	5010392
2157	3803115	5008551
2158	3804885	5006799
2159	3806660	5005053
2160	3808929	5003956
2161	3810985	5002579
2162	3812989	5001132
2163	3814442	4998964
2164	3816381	4997432
2165	3817915	4995370
2166	3819615	4993526
2167	3821570	4992014
2168	3823341	4990262
2169	3825201	4988627
2170	3827016	4986932
2171	3828981	4985432
2172	3830412	4983238
2173	3832143	4981433
2174	3834455	4980385
2175	3836789	4979363
2176	3839018	4978203
2177	3840569	4976164
2178	3842315	4974378
2179	3844242	4972827
2180	3846151	4971252
2181	3847935	4969515
2182	3850025	4968173
2183	3851873	4966518
2184	3853895	4965087
2185	3855737	4963424
2186	3857873	4962139
2187	3859587	4960311
2188	3861664	4958948
2189	3863344	4957076
2190	3865410	4955699
2191	3867382	4954201
2192	3869508	4952899
2193	3871438	4951347
2194	3873718	4950241
2195	3875520	4948524
2196	3877017	4946417
2197	3878760	4944625
2198	3880224	4942477
2199	3881840	4940523
2200	3883391	4938488
2201	3884988	4936511
2202	3887076	4935158
2203	3888807	4933351
2204	3890682	4931726
2205	3892571	4930120
2206	3894421	4928463
2207	3896144	4926646
2208	3898061	4925074
2209	3899812	4923292
2210	3901580	4921531
2211	3903072	4919424
2212	3904793	4917604
2213	3906247	4915449
2214	3907973	4913636
2215	3910056	4912273
2216	3912190	4910972
2217	3913659	4908837
2218	3915472	4907133
2219	3917196	4905317
2220	3919223	4903881
2221	3921336	4902552
2222	3923540	4901336
2223	3925557	4899886
2224	3927592	4898457
2225	3929647	4897053
2226	3931657	4895593
2227	3933211	4893565
2228	3935064	4891907
2229	3937122	4890506
2230	3939243	4889182
2231	3941202	4887655
2232	3943009	4885941
2233	3945182	4884680
2234	3946852	4882795
2235	3948272	4880601
2236	3950342	4879211
2237	3952335	4877725
2238	3954006	4875842
2239	3956140	4874530
2240	3958464	4873450
2241	3960516	4872036
2242	3962432	4870452
2243	3963934	4868361
2244	3966135	4867128
2245	3968142	4865655
2246	3969553	4863454
2247	3971278	4861636
2248	3973342	4860232
2249	3975050	4858394
2250	3976555	4856309
2251	3978298	4854513
2252	3980335	4853077
2253	3981918	4851086
2254	3983807	4849468
2255	3985619	4847756
2256	3987420	4846032
2257	3989131	4844197
2258	3990930	4842470
2259	3992757	4840777
2260	3994452	4838922
2261	3996278	4837228
2262	3998067	4835489
2263	3999849	4833740
2264	4001669	4832038
2265	4003439	4830274
2266	4005352	4828684
2267	4007097	4826891
2268	4009106	4825415
2269	4010932	4823720
2270	4012734	4821995
2271	4014880	4820683
2272	4016642	4818910
2273	4018168	4816855
2274	4020252	4815467
2275	4022048	4813734
2276	4023483	4811570
2277	4025225	4809772
2278	4027014	4808032
2279	4029368	4806965
2280	4031149	4805214
2281	4032907	4803436
2282	4035106	4802183
2283	4036613	4800105
2284	4038384	4798343
2285	4040430	4796906
2286	4042240	4795189
2287	4043643	4792989
2288	4045409	4791221
2289	4047329	4789633
2290	4049493	4788335
2291	4051626	4787000
2292	4053508	4785367
2293	4055606	4783988
2294	4057753	4782667
2295	4059260	4780592
2296	4061279	4779120
2297	4063428	4777799
2298	4065017	4775820
2299	4066504	4773722
2300	4068648	4772395
2301	4070592	4770832
2302	4072544	4769280
2303	4074681	4767942
2304	4076158	4765834
2305	4077652	4763744
2306	4079740	4762349
2307	4081510	4760583
2308	4083262	4758796
2309	4085003	4756995
2310	4086843	4755310
2311	4088368	4753258
2312	4090126	4751478
2313	4092173	4750033
2314	4094221	4748589
2315	4095688	4746471
2316	4097445	4744689
2317	4098926	4742589
2318	4100634	4740750
2319	4102594	4739203
2320	4104325	4737392
2321	4106062	4735588
2322	4107562	4733510
2323	4109238	4731636
2324	4111319	4730228
2325	4113216	4728607
2326	4115041	4726904
2327	4116813	4725139
2328	4118925	4723765
2329	4120645	4721941
2330	4122437	4720199
2331	4124369	4718618
2332	4126072	4716774
2333	4127517	4714636
2334	4129035	4712582
2335	4130820	4710832
2336	4132833	4709343
2337	4134583	4707554
2338	4136693	4706174
2339	4138486	4704433
2340	4140344	4702766
2341	4142165	4701057
2342	4143878	4699225
2343	4145897	4697740
2344	4147662	4695967
2345	4149610	4694401
2346	4151672	4692964
2347	4153426	4691178
2348	4155449	4689696
2349	4157124	4687821
2350	4159151	4686342
2351	4160938	4684594
2352	4162899	4683040
2353	4164737	4681349
2354	4166700	4679796
2355	4168434	4677988
2356	4170175	4676187
2357	4172235	4674743
2358	4173716	4672652
2359	4175184	4670545
2360	4176917	4668736
2361	4179300	4667652
2362	4181452	4666309
2363	4183216	4664534
2364	4184673	4662416
2365	4186901	4661157
2366	4189148	4659918
2367	4190880	4658106
2368	4193009	4656736
2369	4195014	4655227
2370	4196969	4653662
2371	4198977	4652155
2372	4201347	4651049
2373	4203120	4649281
2374	4205066	4647704
2375	4206904	4646009
2376	4208584	4644138
2377	4210317	4642326
2378	4212059	4640524
2379	4213832	4638756
2380	4215603	4636987
2381	4217746	4635625
2382	4219510	4633847
2383	4221341	4632143
2384	4222966	4630212
2385	4224399	4628071
2386	4226107	4626232
2387	4228093	4624698
2388	4230193	4623287
2389	4231954	4621506
2390	4233655	4619659
2391	4235403	4617864
2392	4237513	4616463
2393	4239308	4614719
2394	4241680	4613602
2395	4243257	4611620
2396	4245047	4609870
2397	4247162	4608472
2398	4249003	4606776
2399	4250527	4604738
2400	4252057	4602706
2401	4254187	4601323
2402	4256365	4599992
2403	4258349	4598450
2404	4260376	4596955
2405	4262060	4595089
2406	4263959	4593454
2407	4265535	4591473
2408	4267317	4589713
2409	4269116	4587971
2410	4270976	4586295
2411	4272765	4584543
2412	4274552	4582787
2413	4276260	4580948
2414	4278022	4579167
2415	4279812	4577415
2416	4281897	4575978
2417	4283598	4574132
2418	4285394	4572386
2419	4287216	4570668
2420	4289294	4569223
2421	4291371	4567776
2422	4293208	4566074
2423	4294948	4564268
2424	4296649	4562421
2425	4298431	4560661
2426	4299921	4558589
2427	4301572	4556690
2428	4303684	4555278
2429	4305997	4554079
2430	4307759	4552297
2431	4309518	4550511
2432	4311200	4548644
2433	4313089	4546995
2434	4315447	4545840
2435	4317498	4544362
2436	4319366	4542690
2437	4321204	4540986
2438	4323239	4539490
2439	4324944	4537647
2440	4326721	4535878
2441	4328765	4534390
2442	4330499	4532577
2443	4332280	4530814
2444	4333766	4528741
2445	4335524	4526953
2446	4337309	4525194
2447	4339392	4523746
2448	4341162	4521970
2449	4342991	4520256
2450	4344872	4518596
2451	4346334	4516501
2452	4347784	4514393
2453	4349514	4512577
2454	4351424	4510946
2455	4353590	4509582
2456	4355467	4507917
2457	4357473	4506386
2458	4358940	4504297
2459	4361032	4502855
2460	4363108	4501395
2461	4364844	4499584
2462	4366768	4497966
2463	4368755	4496414
2464	4370469	4494580
2465	4372282	4492848
2466	4374001	4491019
2467	4375740	4489212
2468	4377829	4487762
2469	4379807	4486199
2470	4381963	4484817
2471	4384074	4483390
2472	4385847	4481616
2473	4387613	4479834
2474	4389221	4477892
2475	4390961	4476084
2476	4393070	4474653
2477	4395175	4473217
2478	4396995	4471490
2479	4398742	4469690
2480	4400425	4467823
2481	4402171	4466022
2482	4404075	4464380
2483	4406152	4462914
2484	4408179	4461396
2485	4409944	4459614
2486	4411567	4457687
2487	4413086	4455656
2488	4415325	4454352
2489	4417112	4452591
2490	4419213	4451146
2491	4421048	4449433
2492	4422863	4447701
2493	4424967	4446258
2494	4426741	4444483
2495	4428451	4442645
2496	4430385	4441031
2497	4432523	4439621
2498	4434292	4437841
2499	4435862	4435862
2500	4437403	4433854
2501	4439161	4432064
2502	4441118	4430472
2503	4442633	4428439
2504	4444669	4426926
2505	4446485	4425193
2506	4448227	4423386
2507	4450352	4421960
2508	4451832	4419894
2509	4453594	4418108
2510	4455360	4416325
2511	4457354	4414768
2512	4458825	4412694
2513	4460918	4411234
2514	4463067	4409830
2515	4464826	4408040
2516	4466632	4406296
2517	4468623	4404735
2518	4470085	4402652
2519	4471555	4400578
2520	4473621	4399091
2521	4475443	4397362
2522	4477444	4395810
2523	4479261	4394077
2524	4481457	4392715
2525	4483304	4391011
2526	4484767	4388931
2527	4486507	4387122
2528	4488869	4385921
2529	4490786	4384285
2530	4492506	4382456
2531	4494253	4380654
2532	4496245	4379090
2533	4498294	4377582
2534	4500260	4375992
2535	4502292	4374467
2536	4504042	4372667
2537	4506088	4371154
2538	4507817	4369334
2539	4509614	4367579
2540	4511374	4365788
2541	4513510	4364362
2542	4515603	4362893
2543	4517817	4361541
2544	4519624	4359795
2545	4521439	4358056
2546	4523222	4356287
2547	4524992	4354506
2548	4526884	4352841
2549	4528691	4351095
2550	4530741	4349583
2551	4532637	4347922
2552	4534720	4346440
2553	4536172	4344352
2554	4537852	4342484
2555	4540030	4341092
2556	4542058	4339557
2557	4543889	4337833
2558	4545667	4336059
2559	4547156	4334008
2560	4548686	4331998
2561	4551078	4330807
2562	4552810	4328988
2563	4554521	4327150
2564	4556319	4325395
2565	4558163	4323682
2566	4560489	4322426
2567	4561961	4320362
2568	4563767	4318614
2569	4565926	4317198
2570	4568101	4315799
2571	4570103	4314234
2572	4572166	4312727
2573	4574355	4311339
2574	4576128	4309557
2575	4578163	4308023
2576	4580142	4306435
2577	4581709	4304461
2578	4584092	4303252
2579	4586256	4301837
2580	4588194	4300210
2581	4590357	4298793
2582	4592152	4297031
2583	4593906	4295231
2584	4595727	4293494
2585	4597767	4291961
2586	4599520	4290159
2587	4601497	4288566
2588	4603021	4286552
2589	4604767	4284744
2590	4606527	4282950
2591	4608531	4281382
2592	4610735	4280000
2593	4612736	4278429
2594	4614825	4276938
2595	4616996	4275524
2596	4618716	4273691
2597	4620798	4272193
2598	4622584	4270421
2599	4624278	4268564
2600	4626288	4266999
2601	4627837	4265009
2602	4629591	4263208
2603	4631875	4261894
2604	4633866	4260310
2605	4635712	4258593
2606	4637470	4256795
2607	4639238	4255006
2608	4641053	4253261
2609	4642531	4251206
2610	4644100	4249236
2611	4645851	4247432
2612	4647930	4245927
2613	4649819	4244249
2614	4651346	4242241
2615	4652904	4240261
2616	4654638	4238442
2617	4656297	4236554
2618	4658442	4235109
2619	4660438	4233528
2620	4662216	4231748
2621	4663978	4229954
2622	4665937	4228338
2623	4667680	4226527
2624	4669691	4224958
2625	4671479	4223188
2626	4673249	4221400
2627	4675006	4219602
2628	4676478	4217546
2629	4678383	4215881
2630	4680274	4214204
2631	4682226	4212580
2632	4684166	4210946
2633	4685922	4209146
2634	4687448	4207140
2635	4689456	4205566
2636	4691549	4204069
2637	4693559	4202497
2638	4694988	4200404
2639	4696492	4198379
2640	4697965	4196327
2641	4699808	4194605
2642	4701613	4192850
2643	4703633	4191286
2644	4705857	4189903
2645	4707672	4188156
2646	4709204	4186156
2647	4711258	4184622
2648	4713363	4183132
2649	4715082	4181299
2650	4717088	4179721
2651	4719078	4178127
2652	4720526	4176055
2653	4722402	4174361
2654	4724136	4172542
2655	4725849	4170704
2656	4727656	4168949
2657	4729690	4167394
2658	4731712	4165828
2659	4733823	4164341
2660	4735850	4162779
2661	4737545	4160924
2662	4739320	4159140
2663	4741461	4157677
2664	4743295	4155945
2665	4745047	4154141
2666	4746760	4152303
2667	4748551	4150533
2668	4750237	4148671
2669	4751737	4146646
2670	4753513	4144864
2671	4755538	4143298
2672	4757677	4141831
2673	4759428	4140026
2674	4761440	4138448
2675	4763257	4136700
2676	4764745	4134666
2677	4766803	4133128
2678	4768325	4131125
2679	4770217	4129442
2680	4771653	4127364
2681	4773690	4125806
2682	4775796	4124308
2683	4777617	4122563
2684	4779450	4120829
2685	4781129	4118962
2686	4782941	4117210
2687	4784482	4115224
2688	4785942	4113169
